YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M_MAX,T2M_MIN,T2MDEW,QV2M,PRECTOTCORR,PS,WD10M,WS10M_MAX,WS10M_MIN
2022,7,31,6.45,6.98,2.18,29.44,24.66,24.59,19.53,2.31,99.44,289.06,4.91,1.48
2022,8,1,6.28,6.93,2.46,29.94,24.44,24.47,19.41,1.83,99.44,279.38,5.64,2.03
2022,8,2,5.03,6.44,2.45,28.78,24.78,24.66,19.65,7.84,99.36,289.56,5.22,2.03
2022,8,3,3.61,6.6,2.41,29.18,24.83,24.84,19.9,10.06,99.29,293.31,5.32,2.06
2022,8,4,4.99,6.69,1.73,28.62,24.87,24.85,19.9,16.52,99.19,279.44,3.45,1.73
2022,8,5,3.7,6.59,2.49,29.37,24.81,24.97,20.08,12.38,99.09,246.25,5.81,1.59
2022,8,6,4.47,6.45,3.55,28.59,25.13,24.84,19.96,15.64,98.98,232.88,6.83,2.87
2022,8,7,2.16,6.84,2.88,27.81,24.8,25.05,20.2,41.89,98.86,257.19,5.34,2.3
2022,8,8,1.25,6.82,4.59,27.37,25.43,25.15,20.39,67.89,98.78,258.94,8.55,4.57
2022,8,9,2.81,6.69,6.25,26.77,24.97,24.59,19.71,63.72,98.69,221.12,11.81,4.71
2022,8,10,3.58,7.09,6.48,27.29,25.08,24.69,19.84,31.77,98.65,228.12,10.71,7.18
2022,8,11,4.47,6.89,7.09,27.21,24.98,24.26,19.29,42.45,98.83,222.12,12.05,8.24
2022,8,12,4.55,6.63,6.47,27.94,24.94,24.34,19.35,19.49,99.14,217.75,11.58,6.09
2022,8,13,4.89,6.78,5.07,28.05,24.73,24.23,19.17,18.71,99.34,226.94,9.66,4.58
2022,8,14,4.98,6.78,4.85,28.06,24.38,23.98,18.86,16.76,99.48,234.31,8.81,5.09
2022,8,15,3.61,6.44,4.22,27.09,24.33,23.87,18.68,38.81,99.51,240.38,8.05,4.59
2022,8,16,2.9,6.84,4.84,26.58,24.25,23.87,18.74,35.62,99.48,233,8.68,5.35
2022,8,17,4.46,6.61,5.01,27.46,24.65,24.24,19.1,21.5,99.58,223.88,9.45,4.21
2022,8,18,5.04,6.65,3.89,28.17,24.24,24.25,19.17,13.35,99.56,229.62,7.05,3.23
2022,8,19,4.86,6.52,3.7,28.37,24.12,24.31,19.23,12.82,99.57,239.81,7.79,2.91
2022,8,20,4.52,6.73,3.64,28.12,24.39,24.22,19.1,12.05,99.59,253.44,7.37,3.29
2022,8,21,4.12,6.48,3.39,27.3,24.29,23.94,18.8,8.92,99.49,258.69,6.75,3.38
2022,8,22,3.83,6.66,4.07,27.55,24.39,24.15,19.04,13.02,99.37,261.94,8.3,3.88
2022,8,23,3.88,6.21,4.22,28.25,24.67,24.53,19.47,19.73,99.35,247.31,8.39,4.02
2022,8,24,4.16,6.44,3.52,28.37,24.33,24.27,19.17,11.98,99.62,246.62,7.34,2.34
2022,8,25,5.11,6.63,2.77,28.63,24.05,23.97,18.8,5.61,99.6,251.31,6.13,2.04
2022,8,26,6.28,6.7,1.98,28.57,23.62,23.65,18.43,1.79,99.61,261.81,4.89,1.54
2022,8,27,6.14,6.36,1.73,29.15,23.51,23.45,18.25,0.23,99.62,286.88,4.3,1.11
2022,8,28,5.93,6.52,1.63,28.79,23.33,23.55,18.31,1.29,99.62,296.44,3.74,1.58
2022,8,29,5.16,6.33,1.58,29.58,23.65,23.62,18.37,1.41,99.73,316.12,3.52,1.47
2022,8,30,4.65,6.32,1.9,29.98,23.55,24.04,18.86,2.4,99.71,209.12,5.34,1.2
2022,8,31,5.69,6.66,2.03,30.66,24.27,25.1,20.14,10.34,99.53,197.56,5.27,1.81
2022,9,1,4.89,6.65,2.1,28.77,24.88,25.14,20.2,7.4,99.54,259.19,4.42,1.49
2022,9,2,5.65,6.53,1.33,30.22,24.48,25.38,20.51,4.56,99.59,234.31,3.39,0.85
2022,9,3,5.94,6.54,1.7,31.27,24.92,25.49,20.63,7.92,99.59,184.62,4.44,1.22
2022,9,4,3.76,6.43,1.65,29.58,25.26,25.26,20.32,7.41,99.62,264.38,4.46,0.89
2022,9,5,5.61,6.35,1.82,28.89,24.8,24.66,19.59,9.92,99.65,283.38,3.89,1.52
2022,9,6,5.46,6.54,1.53,29.33,24.51,24.47,19.41,11.6,99.62,308.12,3.7,1.33
2022,9,7,4.51,6.36,2.15,30.32,23.67,24.69,19.65,7.64,99.55,323.44,4.91,1.8
2022,9,8,4.18,6.19,1.43,30.99,25.05,25.2,20.32,77.44,99.4,156.81,3.38,0.84
2022,9,9,4.88,6.02,1.41,31.49,25.15,25.62,20.87,10.26,99.29,162.31,3.39,1.03
2022,9,10,5.18,6.06,1.19,30.96,25.02,25.2,20.32,10.35,99.28,216.12,3.02,0.64
2022,9,11,4.6,6.23,2.66,29.7,25.23,25.42,20.63,23.75,99.1,290.12,5.97,1.4
2022,9,12,3.45,6.04,2.7,26.75,25.07,24.59,19.65,34.64,99.01,266.56,5.99,2.51
2022,9,13,1.59,5.58,3.56,27.8,24.78,24.69,19.71,32.84,99.25,244.31,7.42,2.88
2022,9,14,4.14,5.75,4.34,28.19,25.12,24.73,19.71,29.54,99.51,223.75,8.89,4.52
2022,9,15,4.1,6.14,4.95,28.35,25.41,25.15,20.2,44.49,99.6,230.62,9.36,5.67
2022,9,16,1.74,5.77,3.41,27.19,25.33,25.19,20.26,58.86,99.5,250.56,6.35,3.48
2022,9,17,5.12,6,3.26,28.66,24.71,24.75,19.71,33.52,99.55,231.31,6.52,2.88
2022,9,18,2.93,6.16,2.09,28.41,23.94,23.85,18.62,33.66,99.75,263,5,1.92
2022,9,19,3.35,5.8,2.21,28.64,23.3,23.31,18.07,8.83,99.81,277.06,5.38,2.18
2022,9,20,3.45,5.97,2.2,27.79,23.15,23.23,17.94,7.04,99.78,281.31,5.34,2.11
2022,9,21,2.34,5.58,2.27,27.54,23.13,23.17,17.88,3.56,99.76,285.81,5.27,2.02
2022,9,22,2.8,6,1.91,27.64,23.05,23.05,17.76,4.46,99.8,258.56,4.53,1.75
2022,9,23,4.82,5.94,2.16,26.86,23.04,23.48,18.25,7.01,99.79,228.19,5.02,2.07
2022,9,24,4.86,6.07,2.02,28.24,23.14,23.65,18.43,4.36,99.73,237.12,4.73,1.54
2022,9,25,5.13,6.32,1.8,28.69,23.01,23.64,18.43,6,99.71,256.12,3.99,1.54
2022,9,26,5.27,6.17,1.55,28.76,23.23,23.33,18.01,3.33,99.88,292.5,3.64,1.43
2022,9,27,5.12,5.83,1.62,28.52,22.93,23.04,17.76,1.82,99.76,299.44,4.86,1.14
2022,9,28,5.19,5.72,1.97,27.81,23.44,23.65,18.43,1.3,99.65,290.75,5.05,1.55
2022,9,29,3.31,5.6,2.08,28.64,24.04,23.9,18.74,8.77,99.64,330.56,5.88,0.92
2022,9,30,4.63,5.65,1.91,30.22,23.63,24.55,19.47,19.04,99.68,330.69,4.3,1.94
2022,10,1,5.32,5.78,1.93,29.63,23.78,24.33,19.23,6.19,99.74,313.69,4.03,1.95
2022,10,2,5.76,5.92,1.75,28.91,23.47,23.65,18.43,2.45,99.79,311.44,4.06,1.64
2022,10,3,6.08,6.29,1.79,29.41,22.58,23.09,17.76,0.22,99.82,328.06,4.1,1.76
2022,10,4,5.66,6.14,1.96,30.3,22.23,23.72,18.49,1.27,99.79,255.69,4.01,1.75
2022,10,5,5.06,5.91,2.24,29.9,23.65,23.96,18.8,1.03,99.65,316.25,5.2,2.05
2022,10,6,3.39,5.84,1.9,28.12,22.29,23.41,18.25,8.61,99.53,188.44,4.26,1.21
2022,10,7,1.6,5.6,3.26,27.87,24.11,24.39,19.35,43.1,99.37,275.56,6.03,3.3
2022,10,8,3.44,6.05,2.28,27.07,24.41,24.13,18.98,14.9,99.62,234.75,4.92,2.01
2022,10,9,6.19,6.29,1.92,29.55,23.89,23.9,18.68,0.57,99.81,222.31,4.2,1.22
2022,10,10,5.3,5.88,1.39,29.99,23.96,24.01,18.8,0.99,99.87,256.81,3.97,0.48
2022,10,11,5.21,5.63,1.31,29.87,23.66,24.43,19.29,16.35,99.76,230.25,3.42,1.06
2022,10,12,4.79,5.13,1.41,28.84,24.33,24.7,19.59,8.97,99.81,279.44,3.29,1.38
2022,10,13,3.88,5.73,2.14,29.06,23.42,23.39,18.13,7.79,99.82,60.81,4.66,1.86
2022,10,14,4.84,5.7,1.88,30.82,22.83,23.9,18.74,26.96,99.77,143.62,4.99,0.95
2022,10,15,5.22,5.88,2.34,30.69,22.13,22.74,17.46,11.55,99.7,62.25,5.2,2.12
2022,10,16,5.79,5.87,2.5,31.76,19.66,21.83,16.66,0.31,99.82,66.62,5.88,1.31
2022,10,17,5.28,5.83,1.77,31.23,24.38,24.8,19.71,7.19,99.92,178.62,3.9,1.06
2022,10,18,4.5,5.68,1.04,28.5,24.57,24.15,18.92,14.15,99.96,255.94,3.27,0.75
2022,10,19,5.19,5.73,1.3,30.59,23.8,24.12,18.92,2.32,99.91,214.06,2.79,0.7
2022,10,20,5.59,5.72,1.41,31.51,23.02,23.35,18.07,3.19,99.93,148.12,3.4,1.02
2022,10,21,5.45,5.49,2.05,30.95,23.84,24.18,18.98,10.32,100.03,59.19,5.16,1.9
2022,10,22,5.62,5.65,2.59,29.79,21.56,21.89,16.54,0.16,100.18,90.12,5.48,2.67
2022,10,23,6.05,6.03,2.66,29.75,18.8,18.4,13.24,0,100.21,81.88,5.74,2.3
2022,10,24,5.94,5.92,1.66,30.1,18.1,17.83,12.82,0,100.01,120.56,3.45,1.99
2022,10,25,5.9,5.88,1.37,29.76,18.77,17.34,12.45,0,100.04,164.12,2.65,1.38
2022,10,26,5.95,5.92,1.72,30.32,18.25,17.9,12.88,0,100.17,65.62,3.99,2.04
2022,10,27,5.58,5.55,1.98,29.86,18.1,17.94,12.88,0,100.14,68.44,5.27,1.52
2022,10,28,5.63,5.67,2.24,29.51,18.43,17.45,12.51,0,100.08,80.94,5.32,2.17
2022,10,29,5.97,5.94,2.68,30.01,17.56,17.01,12.21,0,100.07,87.81,5.63,2.59
2022,10,30,5.89,5.93,2.63,30.1,18,18.16,13.12,0,100.09,75.12,5.84,2.42
2022,10,31,5.52,5.49,2.38,30.17,18.8,18.54,13.43,0,100.05,67.19,4.88,2.31
2022,11,1,5.32,5.29,2.46,29.04,18.56,17.81,12.76,0,100.13,80.44,5.54,2.08
2022,11,2,5.19,5.16,2.4,30.08,17.84,18.31,13.31,0,100.06,71.19,5.62,1.99
2022,11,3,5.54,5.51,2.74,30.75,17.65,17.82,12.82,0,100.05,77.25,6.28,2.23
2022,11,4,5.48,5.43,2.52,30.49,17.87,17.22,12.33,0,100.14,82.25,5.76,2.19
2022,11,5,5.39,5.35,2.68,31.77,17.45,16.44,11.78,0,100.22,85.12,6.75,1.66
2022,11,6,5.25,5.25,2.46,31.67,18.23,16.4,11.66,0,100.27,83.06,6.34,1.48
2022,11,7,5.06,5.25,1.87,31.58,18.81,17.3,12.39,0,100.21,131,4.84,1.13
2022,11,8,5.06,5.03,1.59,31.3,19.26,18.84,13.67,0,100.21,141.81,4.67,0.56
2022,11,9,4.91,4.88,1.3,31.37,19.44,18.68,13.49,0,100.19,138.88,3.7,0.41
2022,11,10,5.19,5.15,2.45,29.99,18.79,18.68,13.49,0,100.21,74.81,5.8,2.48
2022,11,11,5.13,5.1,2.73,29.83,17.98,18.69,13.55,0,100.24,74.31,5.27,2.83
2022,11,12,5.03,5.01,2.8,29.98,18.93,19.13,13.92,0.12,100.21,69,5.69,2.48
2022,11,13,4.98,4.95,2.59,29.87,18.41,18.44,13.31,0.61,100.11,75.62,5.89,1.62
2022,11,14,4.87,4.83,1.84,30.89,18.24,19.08,13.92,0,100.12,160.12,5.3,0.36
2022,11,15,4.66,4.66,1.79,29.98,19.26,18.58,13.43,0,100.18,168.69,4.69,0.77
2022,11,16,5.05,5.01,1.84,29.11,17.98,17.58,12.57,0,100.14,58.38,4.52,2.2
2022,11,17,5.04,5,2.48,29.19,17.03,16.74,11.96,0,100.14,65.94,4.91,2.64
2022,11,18,5.19,5.15,2.71,28.57,16.27,15.84,11.29,0,100.15,74.62,6.11,2.21
2022,11,19,5.05,5.01,2.86,28.45,16.91,15.63,11.11,0,100.15,76.75,6.21,2.42
2022,11,20,5.17,5.13,2.79,27.27,14.74,13.94,10.01,0,100.08,77,6.1,2.66
2022,11,21,5.21,5.18,2.35,27.68,14.48,13.54,9.7,0,100.02,68.44,5.88,1.95
2022,11,22,4.77,4.85,2.11,28.92,15.1,15.9,11.47,0.01,100.02,89,5.88,1.41
2022,11,23,4.66,4.67,2.12,29.91,17.85,17.95,13,0,100.04,88.94,5.4,1.56
2022,11,24,4.62,4.6,2.09,30.87,17.66,18.08,13.18,0,100.02,151.44,5.6,0.55
2022,11,25,4.03,4.2,2.12,31.12,19.24,20.08,14.89,0,100.04,152.88,5.82,0.13
2022,11,26,3.96,4.23,1.73,30.29,20.84,20.58,15.26,0,99.94,128.94,4.7,1.27
2022,11,27,4.34,4.32,1.7,30.29,19.33,19.77,14.59,0,99.78,181.69,4.8,0.34
2022,11,28,4.82,4.78,1.35,29.8,19.05,18.13,13.12,0,99.86,163.81,3.39,0.63
2022,11,29,4.82,4.8,1.51,30.4,16.69,16.11,11.54,0,99.97,159.5,4.48,0.52
2022,11,30,4.51,4.49,2.04,29.7,18.15,17.62,12.7,0,100.04,82.38,5.39,1.28
2022,12,1,4.86,4.85,2.23,29.95,17.11,15.55,11.05,0,100.02,85.94,6.09,0.55
2022,12,2,4.57,4.55,1.84,30.86,17.13,15.52,11.11,0,99.95,150.56,5.48,0.19
2022,12,3,4.28,4.24,1.51,31.04,18.47,18,13.06,0,99.96,104,4.92,0.48
2022,12,4,3.6,4.02,1.48,30.87,21.2,21.11,15.75,0,100.03,153.12,4.33,0.56
2022,12,5,3.91,4.06,1.45,30.88,21.87,21.36,15.93,0.01,100.09,140.06,4.16,0.31
2022,12,6,3.73,3.87,1.87,30.67,20.21,19.87,14.59,0.01,100.08,103.81,4.84,1.62
2022,12,7,4.13,4.12,2.05,30.19,19.64,18.84,13.67,0,100.06,97.69,4.79,2.07
2022,12,8,3.58,4.07,2.66,29.15,17.15,15.65,11.17,1.71,100.05,68.12,5.68,2.12
2022,12,9,4.9,5.09,2.8,28.74,12.85,12.86,9.34,1.44,99.91,107.88,6.12,1.09
2022,12,10,5.2,5.16,2.14,29.98,14.45,13.73,9.89,0,99.84,122.38,6.02,0.78
2022,12,11,4.76,4.75,1.91,31.17,18.76,19.38,14.16,0,99.86,169.81,4.92,0.3
2022,12,12,3.98,4.46,1.73,31.18,20.99,21.46,16.11,0.12,99.83,110.06,5.1,0.66
2022,12,13,4.16,4.66,1.99,31.04,21.67,21.84,16.48,0.17,99.91,94.38,5.01,1.08
2022,12,14,3.67,4.67,2.19,29.49,21.78,21.63,16.24,1.14,100.04,152.88,5.15,1.7
2022,12,15,3.65,4.8,1.89,29.81,22.22,21.57,16.17,0.82,99.96,124.94,4.5,0.52
2022,12,16,4.91,4.87,1.94,31.97,22.3,21.53,16.17,0.04,99.92,141.44,4.96,0.42
2022,12,17,4.44,4.39,1.88,32.51,21.76,20.93,15.56,0.01,100.01,108.06,5.2,2.07
2022,12,18,4.34,4.3,2.16,31.96,21.23,19.85,14.59,0,100.01,110.5,5.27,2.02
2022,12,19,4.97,4.92,2.28,31.12,19.13,16.61,11.9,0,99.92,91,5.33,1.88
2022,12,20,4.97,4.93,2.2,31.52,17.83,15.3,10.93,0,99.85,122.69,5.89,1.02
2022,12,21,4.47,4.43,2.2,32.03,17.84,15.8,11.35,0,99.91,171,6.46,0.2
2022,12,22,4.59,4.54,1.72,31.91,18.05,16.09,11.54,0,99.93,132.19,5.34,0.3
2022,12,23,4.69,4.65,1.74,29.42,17.84,15.01,10.68,0,99.95,185.94,3.4,1.25
2022,12,24,5.15,5.1,1.66,29.51,15.47,11.29,8.42,0,100.1,148.75,3.34,0.88
2022,12,25,4.8,4.76,1.31,28.04,14.46,11.97,8.91,0,100.12,187,3.1,0.4
2022,12,26,4.8,4.76,1.43,29.54,15.95,15.9,11.29,0,100.21,154.19,3.48,1.38
2022,12,27,4.85,4.81,1.73,31.95,17.5,17.32,12.45,0,100.26,151.06,4.69,1.16
2022,12,28,4.79,4.76,1.64,32.59,17.7,14.74,10.56,0,100.36,138.56,4.6,0.8
2022,12,29,4.85,4.81,1.48,32.11,17.51,13.87,9.95,0,100.51,140,3.86,0.91
2022,12,30,4.76,4.72,1.67,31.91,16.67,13.94,10.01,0,100.58,132.44,4.45,0.82
2022,12,31,4.93,4.91,2.01,31.28,16.48,13.04,9.4,0,100.51,154.81,4.85,1.01
2023,1,1,5.01,4.97,1.7,30.52,14.69,12.34,8.97,0,100.45,160.56,4.2,1.05
2023,1,2,4.86,4.82,2.1,32.15,15.73,13.66,9.77,0,100.4,156,6.45,0.35
2023,1,3,4.82,4.78,2.23,31.76,16,13.15,9.52,0,100.38,156.5,6.4,1.11
2023,1,4,4.52,4.49,2,30.87,15.37,13.68,9.89,0,100.25,139,6.33,1.4
2023,1,5,4.07,4.06,2.74,31.3,17,16.62,11.9,0,100.32,144.31,6.86,1.18
2023,1,6,4.54,4.51,2.66,31.31,18.97,17.87,12.76,0,100.48,94.12,6.95,1.11
2023,1,7,3.29,3.26,2.44,31.48,19.24,17.33,12.33,0,100.46,98.94,6.31,1.33
2023,1,8,3.95,3.93,2.43,30.83,17.69,14.36,10.25,0,100.38,111.19,5.98,1.85
2023,1,9,5.01,4.99,2.47,30.99,15.47,9.58,7.51,0,100.5,153.94,6.96,1.04
2023,1,10,5.26,5.22,2.2,31.94,15.2,8.42,6.96,0,100.41,127.69,6.65,1.03
2023,1,11,4.96,4.93,1.95,32.09,15.44,9.67,7.63,0,100.23,156.38,5.58,0.49
2023,1,12,5.24,5.2,1.64,30.1,14.65,8.86,7.26,0,100.15,171.56,3.41,0.88
2023,1,13,5,5.29,1.8,27.93,15.1,14.34,10.25,0,100.26,189.25,3.37,2.25
2023,1,14,5.26,5.23,1.88,28.23,13.24,9.76,7.57,0,100.24,170.25,4.02,0.48
2023,1,15,5.26,5.22,1.65,29.39,12.82,9.26,7.39,0,100.1,175.25,3.23,0.63
2023,1,16,5.32,5.29,1.45,29.06,14.99,9.65,7.57,0,100.15,177.38,3.17,0.41
2023,1,17,5.36,5.34,1.4,29.58,13.98,9.15,7.32,0,100.2,157.88,3.03,0.44
2023,1,18,5.48,5.46,1.55,32.48,14.12,9.92,7.75,0,100.25,151.75,4.23,1.1
2023,1,19,5.37,5.34,1.85,32.67,15.16,11.51,8.54,0,100.2,154.19,4.66,1.73
2023,1,20,5.31,5.28,1.37,31.2,17.77,12.61,9.22,0,100.2,171.94,2.98,0.73
2023,1,21,5.12,5.1,1.55,30.59,15.92,13.3,9.58,0,100.24,179.94,3.63,0.32
2023,1,22,5.14,5.12,1.79,28.55,15.22,11.77,8.67,0,100.2,178.19,4.29,0.77
2023,1,23,4.85,4.89,2.02,28.15,14.89,10.1,7.75,0,100.15,218.38,4.45,1.92
2023,1,24,4.22,4.75,1.91,26.57,14.48,10.55,8,0,100.18,215.06,3.93,2.01
2023,1,25,4.83,4.88,2.32,28.01,14.07,9.14,7.26,0,100.16,178.38,4.66,2.65
2023,1,26,4.64,4.62,1.95,31.38,14.4,12.48,9.28,0,100.1,150.56,3.99,0.79
2023,1,27,4.78,4.85,2.17,34.14,18.26,15.3,10.99,0,100,129.81,6.05,0.65
2023,1,28,5.18,5.17,2.69,34.12,18.15,14.54,10.68,0.02,99.94,171,6.54,0.58
2023,1,29,4.07,4.95,1.52,29.7,20.36,19.76,14.47,0.15,99.92,247.69,3.65,0.08
2023,1,30,4.83,4.86,1.83,30.07,19.12,17.79,12.76,0.01,100.17,208.12,4,0.42
2023,1,31,4.83,4.84,2.48,33.42,17.58,14.1,10.07,0,100.09,100.19,6.31,1.7
2023,2,1,4.1,4.11,3.07,33.15,18.94,14.73,10.56,0.18,100.1,76.44,7.54,1.51
2023,2,2,4.26,4.31,2.91,33.44,18.92,13.51,9.7,0.01,100.13,106,7.09,1.61
2023,2,3,5.23,5.22,2.54,33.51,17.53,9.16,7.45,0,100.19,137.25,7.08,1.44
2023,2,4,5.54,5.52,1.88,34.65,16.54,8.82,7.26,0,100.04,152.06,5.22,1.21
2023,2,5,5.59,5.57,1.98,34.81,16.83,8.26,6.9,0,99.98,164.25,4.89,1.05
2023,2,6,5.72,5.7,2.02,33.18,18.05,7.53,6.59,0,100.05,172.75,4.57,2.35
2023,2,7,5.83,5.81,2.16,34.05,15.54,9.01,7.39,0,100.03,150.31,4.14,2.35
2023,2,8,5.6,5.61,2.14,36.45,16.48,8.4,7.08,0,100.03,139.06,6.08,1.59
2023,2,9,5.8,5.78,2.5,37.5,17.93,7.12,6.41,0,100.06,145.75,6.41,1.6
2023,2,10,6.01,5.99,2.02,37.36,17.69,6.94,6.47,0,100.16,136.12,4.35,1.91
2023,2,11,6.16,6.15,2.28,36.33,17.15,5.75,5.92,0,100.25,168.44,4.81,2.55
2023,2,12,6.17,6.16,2.85,37.45,17.58,5.52,5.74,0,100.23,75.25,6.59,2.54
2023,2,13,6.18,6.16,3,37.58,17.86,5.9,5.92,0,100.25,134.69,6.82,2.62
2023,2,14,6.26,6.26,2.82,38.07,18.14,3.6,5.13,0,100.19,150.94,7.48,1.73
2023,2,15,6.23,6.22,2.32,38.39,18.04,3.59,5.19,0,100.03,113.69,6.46,2.05
2023,2,16,6.41,6.38,2.78,39.3,19.23,4.57,5.49,0,100.07,121.88,6.47,2.74
2023,2,17,6.44,6.42,2.75,39.17,19.91,4.97,5.62,0,100.09,125.06,6.6,2.54
2023,2,18,6.54,6.52,2.62,38.93,19.99,5.32,5.8,0,100.08,108.81,5.98,2.15
2023,2,19,6.49,6.47,2.48,39.41,19.73,5.46,5.86,0,100.07,114.5,6.66,1.45
2023,2,20,6.22,6.22,1.8,37.67,18.81,5.26,5.74,0,100.11,188,4.09,0.47
2023,2,21,6.31,6.31,2.09,37.05,19.07,5.44,5.86,0,100.17,178.88,4.52,2.29
2023,2,22,5.99,6.18,2.16,36.69,19.31,7.13,6.47,0,100.14,173.12,4.55,2.68
2023,2,23,6.22,6.22,2.1,38.65,18.98,4.9,5.62,0,100.05,151.69,4.13,1.15
2023,2,24,6.23,6.24,2.39,39.39,19.52,3.88,5.25,0,100.14,118.25,5.71,1.2
2023,2,25,6.08,6.08,2.34,38.9,19.65,4.19,5.31,0,100.29,140.75,5.09,1.78
2023,2,26,6.04,6.04,2.55,38.68,19.98,2.71,4.7,0,100.35,154.81,4.92,2.55
2023,2,27,6.05,6.05,2.46,38.94,19.98,2.39,4.64,0,100.3,155.62,5.97,0.74
2023,2,28,5.96,5.97,2.08,37.84,19.97,4.83,5.62,0,100.32,163.38,4.91,0.83
2023,3,1,6,6,1.81,38.02,20.55,6.63,6.23,0,100.35,138.69,3.88,0.24
